,Molecular Formula,Smiles,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Molecular Weight,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Grade
381,C33H38ClN5O6S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1,14.48,0.29,3.37,6.84,668.22,6.31,141.39,9.0,2.0,2.0,11.0,0.19,7.32,6.37,4.0,46.0,11.0,2.0,3.0,667.2231,1.0
382,C33H38ClN5O6S,CCCCc1nn(-c2cc(NC(=O)CC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1,14.48,0.29,3.37,6.84,668.22,6.31,141.39,9.0,2.0,2.0,11.0,0.19,7.32,6.37,4.0,46.0,11.0,2.0,3.0,667.2231,1.0
383,C26H29N3O5S,CCCCc1ncc(C(=O)OC)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2CC2)cc1,14.95,0.29,3.47,6.9,495.6,3.94,107.36,7.0,1.0,0.0,10.0,0.43,3.66,3.52,3.0,35.0,8.0,1.0,0.0,495.1828,6.0
384,C23H19F5N6O2,CCCc1nc(C(F)(F)C(F)(F)F)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,506.44,5.08,109.58,6.0,2.0,2.0,8.0,0.32,5.56,1.41,4.0,36.0,8.0,2.0,2.0,506.149,3.0
385,C34H39ClFN5O6S,CCCCc1nn(-c2cc(C(=O)NCCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.66,0.27,3.33,6.77,700.23,6.24,141.39,9.0,2.0,2.0,12.0,0.18,7.48,6.53,4.0,48.0,11.0,2.0,3.0,699.2294,1.0
386,C34H39ClFN5O6S,CCCCc1nn(-c2cc(C(=O)NCCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.66,0.27,3.33,6.77,700.23,6.24,141.39,9.0,2.0,2.0,12.0,0.18,7.48,6.53,4.0,48.0,11.0,2.0,3.0,699.2294,1.0
387,C34H39ClFN5O6S,CCCCc1nn(-c2cc(C(=O)NCCC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.66,0.27,3.33,6.77,700.23,6.24,141.39,9.0,2.0,2.0,12.0,0.18,7.48,6.53,4.0,48.0,11.0,2.0,3.0,699.2294,1.0
388,C26H24N8O3,CCCCc1nn(-c2ccccc2[N+](=O)[O-])c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,496.53,4.18,137.42,9.0,1.0,0.0,9.0,0.24,7.07,5.81,5.0,37.0,11.0,1.0,1.0,496.1971,2.0
389,C26H24N8O3,CCCCc1nn(-c2ccccc2[N+](=O)[O-])c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,18.27,0.33,4.89,6.6,496.53,4.18,137.42,9.0,1.0,0.0,9.0,0.24,7.07,5.81,5.0,37.0,11.0,1.0,1.0,496.1971,2.0
390,C26H24N8O3,CCCCc1nn(-c2ccccc2[N+](=O)[O-])c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,18.27,0.33,4.89,6.6,496.53,4.18,137.42,9.0,1.0,0.0,9.0,0.24,7.07,5.81,5.0,37.0,11.0,1.0,1.0,496.1971,2.0
391,C26H24N8O3,CCCCc1nn(-c2ccccc2[N+](=O)[O-])c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,496.53,4.18,137.42,9.0,1.0,0.0,9.0,0.24,7.07,5.81,5.0,37.0,11.0,1.0,1.0,496.1971,2.0
392,C41H37Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)CCc3ccccc3)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.27,0.24,1.51,7.27,782.75,8.09,132.16,8.0,2.0,2.0,14.0,0.11,9.68,8.74,6.0,54.0,10.0,2.0,2.0,781.1892,1.0
393,C41H37Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)CCc3ccccc3)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.27,0.24,1.51,7.27,782.75,8.09,132.16,8.0,2.0,2.0,14.0,0.11,9.68,8.74,6.0,54.0,10.0,2.0,2.0,781.1892,1.0
394,C34H31N7O3,CCCCN(C(=O)c1ccc(O)cc1)c1ccc2ncn(Cc3ccc(-c4ccccc4-c4nnnn4C)cc3)c(=O)c2c1,15.23,0.28,3.47,7.49,585.67,5.45,119.03,9.0,1.0,2.0,9.0,0.24,5.7,5.67,6.0,44.0,10.0,1.0,2.0,585.2488,3.0
395,C32H35BrFN5O6S,CCCc1nn(-c2cc(NC(=O)CC)ccc2Br)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.19,0.28,3.29,6.69,716.63,6.17,141.39,9.0,2.0,2.0,10.0,0.2,7.18,6.24,4.0,46.0,11.0,2.0,3.0,715.1475,2.0
396,C32H35BrFN5O6S,CCCc1nn(-c2cc(NC(=O)CC)ccc2Br)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.19,0.28,3.28,6.69,716.63,6.17,141.39,9.0,2.0,2.0,10.0,0.2,7.18,6.24,4.0,46.0,11.0,2.0,3.0,715.1475,2.0
397,C32H35BrFN5O6S,CCCc1nn(-c2cc(NC(=O)CC)ccc2Br)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.19,0.28,3.29,6.69,716.63,6.17,141.39,9.0,2.0,2.0,10.0,0.2,7.18,6.24,4.0,46.0,11.0,2.0,3.0,715.1475,2.0
398,C36H33Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)C3CC3)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,14.05,0.28,3.23,7.64,718.66,6.87,132.16,8.0,2.0,2.0,12.0,0.14,8.18,7.24,5.0,49.0,10.0,2.0,2.0,717.1579,1.0
399,C36H33Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)C3CC3)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,14.05,0.28,3.23,7.64,718.66,6.87,132.16,8.0,2.0,2.0,12.0,0.14,8.18,7.24,5.0,49.0,10.0,2.0,2.0,717.1579,1.0
400,C33H27Cl2F3N4O4S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2cc(Cl)ccc2Cl)cc1,13.24,0.27,1.78,9.04,703.57,7.54,103.06,7.0,1.0,2.0,10.0,0.16,9.04,8.1,5.0,47.0,8.0,1.0,2.0,702.1082,2.0
401,C28H27N7O3,CCCCc1nn(-c2ccccc2C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,4.06,120.58,9.0,1.0,1.0,9.0,0.3,7.17,5.9,5.0,38.0,10.0,1.0,1.0,509.2175,4.0
402,C28H27N7O3,CCCCc1nn(-c2ccccc2C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,4.06,120.58,9.0,1.0,1.0,9.0,0.3,7.17,5.9,5.0,38.0,10.0,1.0,1.0,509.2175,4.0
403,C28H27N7O3,CCCCc1nn(-c2ccccc2C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.19,0.3,4.19,6.84,509.57,4.06,120.58,9.0,1.0,1.0,9.0,0.3,7.17,5.9,5.0,38.0,10.0,1.0,1.0,509.2175,4.0
404,C28H25N7O4,CCCCc1nn(-c2ccccc2[N+](=O)[O-])c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,523.55,5.26,152.72,8.0,2.0,2.0,10.0,0.19,6.77,2.03,5.0,39.0,11.0,2.0,3.0,523.1968,3.0
405,C26H26ClN3O3,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(OC(C(=O)O)c2ccccc2C)c(Cl)c1,18.25,0.35,2.64,10.96,463.97,5.83,77.24,5.0,1.0,1.0,7.0,0.37,5.56,2.86,4.0,33.0,6.0,1.0,1.0,463.1663,4.0
406,C26H24N6O,CCCCc1nc2ccccc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,18.83,0.34,3.59,9.2,436.52,4.63,89.35,6.0,1.0,0.0,7.0,0.4,5.29,4.45,5.0,33.0,7.0,1.0,0.0,436.2012,5.0
407,C26H24N6O,CCCCc1nc2ccccc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,18.33,0.33,3.37,8.95,436.52,4.63,89.35,6.0,1.0,0.0,7.0,0.4,5.29,4.45,5.0,33.0,7.0,1.0,0.0,436.2012,5.0
408,C27H26ClN7S,CCCCc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.77,0.29,1.16,8.95,516.07,6.46,85.17,7.0,1.0,2.0,10.0,0.21,7.55,6.29,5.0,36.0,7.0,1.0,2.0,515.1659,5.0
409,C31H26ClF3N4O4S2,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccc(Cl)s2)cc1,13.16,0.27,1.95,8.62,675.15,6.94,103.06,8.0,1.0,2.0,10.0,0.17,8.52,7.57,5.0,45.0,8.0,1.0,2.0,674.1036,3.0
410,C39H33Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.44,0.25,1.62,7.1,754.7,7.77,132.16,8.0,2.0,2.0,12.0,0.13,9.26,8.31,6.0,52.0,10.0,2.0,2.0,753.1579,2.0
411,C39H33Cl2N5O5S,CCCCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.44,0.25,1.62,7.1,754.7,7.77,132.16,8.0,2.0,2.0,12.0,0.13,9.26,8.31,6.0,52.0,10.0,2.0,2.0,753.1579,2.0
412,C32H29Cl2N5O4S,CCCCc1nn(-c2cc(N)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,14.22,0.29,3.15,7.17,650.59,6.1,129.08,8.0,2.0,2.0,10.0,0.18,7.14,6.39,5.0,44.0,9.0,3.0,2.0,649.1317,2.0
413,C32H29Cl2N5O4S,CCCCc1nn(-c2cc(N)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,14.22,0.29,3.15,7.17,650.59,6.1,129.08,8.0,2.0,2.0,10.0,0.18,7.14,6.39,5.0,44.0,9.0,3.0,2.0,649.1317,2.0
414,C29H39BrN4O4,CCCCCN(CCCCC)C(=O)N1CCN(C(=O)N(c2ccccc2)c2cccc(Br)c2)[C@H](C(=O)O)C1,7.2,0.15,-2.35,5.01,587.56,6.58,84.4,3.0,1.0,2.0,11.0,0.3,6.03,2.61,2.0,38.0,8.0,1.0,2.0,586.2155,10.0
415,C25H23N7S2,CCCc1nc2c(C)ccnc2n1Cc1ccc2c(c1)SC(c1ccccc1)(c1nn[nH]n1)S2,15.35,0.3,2.11,8.75,485.64,5.35,85.17,8.0,1.0,1.0,6.0,0.35,7.04,5.62,5.0,34.0,7.0,1.0,1.0,485.1456,6.0
416,C26H24N8O3,CCCCc1nn(-c2ccc([N+](=O)[O-])cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,496.53,4.18,137.42,9.0,1.0,0.0,9.0,0.24,7.07,5.81,5.0,37.0,11.0,1.0,1.0,496.1971,6.0
417,C26H24N8O3,CCCCc1nn(-c2ccc([N+](=O)[O-])cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,496.53,4.18,137.42,9.0,1.0,0.0,9.0,0.24,7.07,5.81,5.0,37.0,11.0,1.0,1.0,496.1971,6.0
418,C26H24N8O3,CCCCc1nn(-c2ccc([N+](=O)[O-])cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.29,0.26,2.92,5.16,496.53,4.18,137.42,9.0,1.0,0.0,9.0,0.24,7.07,5.81,5.0,37.0,11.0,1.0,1.0,496.1971,6.0
419,C29H28ClN3O5S,CCCCc1nc(Cl)c(C(=O)OC)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,14.23,0.28,2.56,7.5,566.08,5.5,107.36,7.0,1.0,2.0,10.0,0.25,6.36,5.42,4.0,39.0,8.0,1.0,2.0,565.1438,4.0
420,C31H30KN9O2,CCc1nc2ccc(C3=NN(CC(=O)N(C)C)C(=O)CC3)cc2n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1.[K+],,,,,599.74,3.91,125.26,8.0,1.0,1.0,8.0,0.31,3.9,3.06,5.0,42.0,11.0,1.0,2.0,561.2601,3.0
421,C29H33N3O3,CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)ccc1OC(C(=O)O)c1ccccc1C,16.88,0.31,1.84,10.3,471.6,6.12,77.24,5.0,1.0,1.0,9.0,0.32,6.56,3.8,4.0,35.0,6.0,1.0,1.0,471.2522,5.0
422,C28H28ClN3O3,C=CCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc(Cl)c1OC(C(=O)O)c1ccccc1,17.67,0.34,2.41,11.21,490.0,6.25,77.24,5.0,1.0,1.0,9.0,0.28,6.19,3.47,4.0,35.0,6.0,1.0,1.0,489.1819,3.0
423,C36H45N5O4S,CCCCC(=O)Nc1cnc2c(c1)nc(CCCC)n2Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)CCC2CCCC2)cc1,15.41,0.29,2.53,8.06,643.85,7.39,123.05,7.0,2.0,2.0,15.0,0.14,7.32,6.5,4.0,46.0,9.0,2.0,2.0,643.3192,1.0
424,C35H33N7O2,CCCCC(=O)N(Cc1ccccc1)c1ccc2ncn(Cc3ccc(-c4ccccc4-c4nnnn4C)cc3)c(=O)c2c1,14.77,0.27,2.59,8.72,583.7,6.03,98.8,8.0,0.0,2.0,10.0,0.2,6.14,6.14,6.0,44.0,9.0,0.0,2.0,583.2696,3.0
425,C33H37N3O4S,CCCCc1nc2ccc(C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2(C)CC2)cc1,15.67,0.3,2.78,9.13,571.74,6.18,98.13,6.0,1.0,2.0,10.0,0.25,7.53,6.44,4.0,41.0,7.0,1.0,2.0,571.2505,3.0
426,C28H27ClN4O3S,CCCCc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,15.26,0.3,1.6,8.41,535.07,6.57,97.11,6.0,2.0,2.0,11.0,0.21,6.44,3.36,4.0,37.0,7.0,2.0,2.0,534.1492,4.0
427,C28H27ClN4O3S,CCCCc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,15.26,0.3,1.6,8.41,535.07,6.57,97.11,6.0,2.0,2.0,11.0,0.21,6.44,3.36,4.0,37.0,7.0,2.0,2.0,534.1492,4.0
428,C34H31F3N4O4S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2C)cc1,14.26,0.27,2.71,8.98,648.71,6.54,103.06,7.0,1.0,2.0,10.0,0.19,8.35,7.41,5.0,46.0,8.0,1.0,2.0,648.2018,2.0
429,C24H26N6O2,CCCCc1n[nH]c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,430.51,4.37,109.44,6.0,2.0,0.0,9.0,0.38,5.96,4.7,4.0,32.0,8.0,2.0,0.0,430.2117,7.0
430,C28H29N7O,CCCCc1nc2ccc(N(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,17.31,0.31,3.6,8.97,479.59,4.7,92.59,7.0,1.0,0.0,8.0,0.35,4.9,4.67,5.0,36.0,8.0,1.0,0.0,479.2434,4.0
431,C31H26BrF3N4O5S,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccc(Br)o2)cc1,13.36,0.29,2.82,8.09,703.54,6.58,116.2,8.0,1.0,2.0,10.0,0.18,7.36,6.42,5.0,45.0,9.0,1.0,2.0,702.0759,2.0
432,C30H32N4O4S,CCCc1nc2ccc(N(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2CC2)cc1,14.54,0.28,3.57,7.81,544.68,4.35,101.37,7.0,1.0,1.0,9.0,0.34,5.47,5.2,4.0,39.0,8.0,1.0,1.0,544.2144,5.0
433,C40H35ClF3N5O4S,CCCCc1nn(-c2ccc(NCc3ccccc3)cc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.18,0.24,0.94,8.2,774.26,8.49,115.09,8.0,2.0,2.0,13.0,0.12,9.42,8.69,6.0,54.0,9.0,2.0,2.0,773.205,2.0
434,C40H35ClF3N5O4S,CCCCc1nn(-c2ccc(NCc3ccccc3)cc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2Cl)cc1,12.18,0.24,0.94,8.2,774.26,8.49,115.09,8.0,2.0,2.0,13.0,0.12,9.42,8.69,6.0,54.0,9.0,2.0,2.0,773.205,2.0
435,C34H41N5O6S,CCCc1nc2ccc(NC(=O)NCC)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)(C)C)cc1,14.46,0.28,3.31,6.31,647.8,6.06,148.49,8.0,3.0,2.0,11.0,0.18,6.58,5.36,4.0,46.0,11.0,3.0,3.0,647.2778,2.0
436,C28H27N7O3,CCCCc1nn(C(C(=O)O)c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,3.96,131.58,8.0,2.0,1.0,10.0,0.29,6.89,2.39,5.0,38.0,10.0,2.0,1.0,509.2175,6.0
437,C28H27N7O3,CCCCc1nn(C(C(=O)O)c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,3.96,131.58,8.0,2.0,1.0,10.0,0.29,6.89,2.39,5.0,38.0,10.0,2.0,1.0,509.2175,6.0
438,C28H27N7O3,CCCCc1nn(C(C(=O)O)c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.07,0.26,3.21,5.45,509.57,3.96,131.58,8.0,2.0,1.0,10.0,0.29,6.89,2.39,5.0,38.0,10.0,2.0,1.0,509.2175,6.0
439,C28H27N7O3,CCCCc1nn(C(C(=O)O)c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,509.57,3.96,131.58,8.0,2.0,1.0,10.0,0.29,6.89,2.39,5.0,38.0,10.0,2.0,1.0,509.2175,6.0
440,C28H27N9O3S,CCCCc1nnc(SCc2ccccc2[N+](=O)[O-])n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,12.09,0.23,1.59,4.37,569.65,5.3,157.41,10.0,2.0,2.0,12.0,0.12,5.8,4.2,5.0,41.0,12.0,2.0,3.0,569.1958,7.0
441,C29H28N8O3S,CCCCc1nnc(SCc2ccc(C(=O)O)cc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,13.4,0.25,2.53,5.03,568.66,5.09,151.57,9.0,3.0,2.0,12.0,0.17,5.4,0.8,5.0,41.0,11.0,3.0,3.0,568.2005,5.0
442,C29H30N8O2,CCCCc1nnc(OCCc2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,13.78,0.25,2.48,5.83,522.61,4.72,123.5,8.0,2.0,1.0,12.0,0.24,5.47,3.86,5.0,39.0,10.0,2.0,1.0,522.2492,6.0
443,C29H31N9O2,CCCCc1nnc(NCc2ccc(OC)cc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,11.36,0.21,1.39,4.51,537.63,4.72,135.53,9.0,3.0,1.0,12.0,0.21,4.36,3.05,5.0,40.0,11.0,3.0,2.0,537.2601,8.0
444,C30H35N7O2S,CCCCc1nc(C)c(CCC(=O)N2CCSCC2)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,,,,557.72,4.3,109.66,8.0,1.0,1.0,10.0,0.31,3.96,2.52,4.0,40.0,9.0,1.0,1.0,557.2573,4.0
445,C29H30N8OS,CCCCc1nnc(SCc2ccccc2C)n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,14.42,0.27,2.07,6.8,538.68,5.7,114.27,8.0,2.0,2.0,11.0,0.21,6.37,4.77,5.0,39.0,9.0,2.0,2.0,538.2263,5.0
446,C27H25ClN8OS,CCCc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,12.86,0.25,1.35,6.13,545.07,5.66,114.27,8.0,2.0,2.0,10.0,0.22,6.02,4.42,5.0,38.0,9.0,2.0,2.0,544.1561,6.0
447,C29H29N9O2,CCCCc1nnc(C(=O)NCc2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,13.52,0.25,3.21,5.05,535.61,4.03,143.37,8.0,3.0,1.0,11.0,0.23,4.1,2.5,5.0,40.0,11.0,3.0,2.0,535.2444,6.0
448,C29H30N8OS,CCCCc1nnc(SCCc2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nnn[nH]2)cc1,13.84,0.26,2.02,6.52,538.68,5.44,114.27,8.0,2.0,2.0,12.0,0.2,6.15,4.55,5.0,39.0,9.0,2.0,2.0,538.2263,6.0
449,C29H30N8O2S,CCCCc1nnc(SCc2ccc(OC)cc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nn[nH]n2)cc1,15.12,0.29,2.99,6.79,554.68,5.4,123.5,9.0,2.0,2.0,12.0,0.2,6.19,4.87,5.0,40.0,10.0,2.0,2.0,554.2212,4.0
450,C29H30N8O2S,CCCCc1nnc(SCc2ccc(OC)cc2)n1Cc1ccc(NC(=O)c2ccccc2-c2nn[nH]n2)cc1,15.12,0.29,2.99,6.79,554.68,5.4,123.5,9.0,2.0,2.0,12.0,0.2,6.19,4.87,5.0,40.0,10.0,2.0,2.0,554.2212,4.0
451,C22H23ClN2O3,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,16.64,0.32,1.86,8.81,398.89,4.78,75.35,4.0,2.0,0.0,8.0,0.57,4.09,1.49,3.0,28.0,5.0,2.0,0.0,398.1397,7.0
452,C22H23ClN2O3,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,,,,,398.89,4.78,75.35,4.0,2.0,0.0,8.0,0.57,4.09,1.49,3.0,28.0,5.0,2.0,0.0,398.1397,7.0
453,C31H38N4O4S,CCCCOC(=O)NS(=O)(=O)c1ccc(CCC)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1,15.42,0.3,2.19,8.41,562.74,6.49,103.18,7.0,1.0,2.0,11.0,0.21,6.58,6.47,4.0,40.0,8.0,1.0,2.0,562.2614,3.0
454,C28H25ClN6O2,CCCCc1nn(-c2ccccc2Cl)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,513.0,6.0,109.58,6.0,2.0,2.0,9.0,0.25,7.38,2.64,5.0,37.0,8.0,2.0,2.0,512.1728,2.0
455,C23H25N7O3,CCCCc1nn(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,447.5,2.46,120.58,9.0,1.0,0.0,9.0,0.39,5.07,3.81,4.0,33.0,10.0,1.0,0.0,447.2019,5.0
456,C23H25N7O3,CCCCc1nn(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,17.36,0.32,5.31,6.44,447.5,2.46,120.58,9.0,1.0,0.0,9.0,0.39,5.07,3.81,4.0,33.0,10.0,1.0,0.0,447.2019,5.0
457,C23H25N7O3,CCCCc1nn(CC(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,447.5,2.46,120.58,9.0,1.0,0.0,9.0,0.39,5.07,3.81,4.0,33.0,10.0,1.0,0.0,447.2019,5.0
458,C31H37N3O3,CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc(CCC)c1OC(C(=O)O)c1ccccc1,18.1,0.33,2.28,11.71,499.66,6.77,77.24,5.0,1.0,1.0,11.0,0.25,7.49,4.73,4.0,37.0,6.0,1.0,1.0,499.2835,2.0
459,C35H27N9O2,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccccn4)C(=O)c4ccncc4)cc3c2=O)cc1,13.23,0.24,3.07,6.43,605.66,4.94,124.58,10.0,0.0,1.0,8.0,0.24,4.05,4.05,7.0,46.0,11.0,0.0,2.0,605.2288,4.0
460,C24H23N7,CCCc1nc2c(C)ccnc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,21.98,0.4,4.41,10.57,409.5,4.59,85.17,6.0,1.0,0.0,6.0,0.44,5.79,4.53,5.0,31.0,7.0,1.0,0.0,409.2015,3.0
461,C24H23N7,CCCc1nc2c(C)ccnc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,21.98,0.4,4.41,10.57,409.5,4.59,85.17,6.0,1.0,0.0,6.0,0.44,5.79,4.53,5.0,31.0,7.0,1.0,0.0,409.2015,3.0
462,C34H37F4N5O7S,CCCc1nn(-c2cc(NC(=O)COCC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.18,0.26,3.65,6.44,735.76,6.05,150.62,10.0,2.0,2.0,12.0,0.17,6.77,5.83,4.0,51.0,12.0,2.0,3.0,735.235,1.0
463,C34H37F4N5O7S,CCCc1nn(-c2cc(NC(=O)COCC)ccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,13.18,0.26,3.65,6.44,735.76,6.05,150.62,10.0,2.0,2.0,12.0,0.17,6.77,5.83,4.0,51.0,12.0,2.0,3.0,735.235,1.0
